,Tweet,Score,Magnitude
39,what do you mean by Buhari s first re election Funny n nAre suggesting he could have a second re election making it third tenure,0.20000000298023224,0.20000000298023224
40,RT 2019 Why we dumped Buhari for Atiku Northern stakeholders Buhari APC PDP PeterObi Yem,-0.4000000059604645,0.4000000059604645
41,God is too faithful to fail n BUHARI,0.0,0.0
42,Nigeria news politics APC AA partner to win Imo for Buhari Nwosu,0.0,0.0
43,Naomi Campbell 48 and new flame Liam Payne 25 attend Vogue BAFTA party amidst romance rumours Photos onyi 25 48 Attend Buhari cashfollowplane cashgainingtrain chefchi chefchioma Davido digitalmarketing digitalmedia fashionblo,0.5,0.5
44,NEWSPAPERREVIEW with u and on DayBreakNigeria n n BUHARI SPEAKS ON 3RD TERM INTEREST nBuhari assured that he respects the constitution of Nigeria He said he was a honourable person who would not go against the laws of the land after winning a second tenure,-0.10000000149011612,0.10000000149011612
45,9jaVAR News Update gt hasn been easy for me Actress Yvonne Nelson reveals nigeria africa news lagos government buhari naija 9javar latest retweet like4like,0.0,0.0
46,9jaVAR News Update gt Comedian AY replies lady who called him out on Instagram for using an android phone nigeria africa news lagos government buhari naija 9javar latest retweet like4like,-0.5,0.5
47,Checkout breath taking red carpet photos from the 61st Grammy Awards n nLink in bio to checkout pictures n inec buhari tundeednut queensmedia bellanaijaweddings,0.6000000238418579,0.6000000238418579
48,RT Yaqoub Buhari Gandollar should forget Kano KanoIsPDP AtikuInKano,0.0,0.0
49,2019 Why we dumped Buhari for Atiku Northern stakeholders Buhari APC PDP PeterObi YemiOsinbajo Africa SouthAfrica MondayMotivation Cardi Nicki kaceymusgraves ChildishGambino mondaythoughts Drake Grammy InvasionOfPrivacy,-0.30000001192092896,0.30000001192092896
50,Seun Kuti loses to South Africa Soweto Gospel Choir onyi 2019Grammys Buhari cashfollowplane cashgainingtrain chefchi chefchioma Davido digitalmarketing digitalmedia fashionbloggers followforfollow likeforlikealways Loses love Seun,0.6000000238418579,0.6000000238418579
51,RT Nigeria BREAKING Delivers The Biggest Crowd For In Kano Today Totally Outshines,0.8999999761581421,0.8999999761581421
52,Cardi B and Offset go romantically raw on the Grammys red carpet n nLink in bio to view more pictures n buhari efcc queensmedia davido tundeednut bellanaijaweddings,0.30000001192092896,0.30000001192092896
53,RT Article Oct 18 issue assessed the impact politics was having on the economy amp governance n n RR Nigeria,-0.30000001192092896,0.30000001192092896
54,Article Oct 18 issue assessed the impact politics was having on the economy amp governance n n RR Nigeria Politics NigeriaDecides NewAfrican Markets Investment FPI FDI Atiku Buhari APC PDP,-0.20000000298023224,0.20000000298023224
55,2019 Why we dumped Buhari for Atiku Northern stakeholders Buhari APC PDP PeterObi YemiOsinbajo Africa SouthAfrica westafrica MondayMotivation Cardi Nicki kaceymusgraves ChildishGambino mondaythoughts DuaLipa Alicia,-0.30000001192092896,0.30000001192092896
56,RT Kwara state promise an harmonious e as you visit Us today n Ne n OTOGE n buhari in Kwara https,-0.4000000059604645,0.4000000059604645
57,RT Article Oct 18 issue assessed the incumbent s chances n n RR Nigeria Politics NigeriaDecides NewAfrican,-0.4000000059604645,0.4000000059604645
58,Kwara state promise an harmonious e as you visit Us today n Ne n OTOGE n buhari in Kwara,-0.4000000059604645,0.4000000059604645
59,Article Oct 18 issue assessed the incumbent s chances n n RR Nigeria Politics NigeriaDecides NewAfrican Markets Investment FPI FDI Atiku Buhari APC PDP Economy,-0.30000001192092896,0.30000001192092896
60,RT Article Jan 19 issue assessed the 2 leading candidates policy documents n n RR Nigeria Politics Nigeria,-0.4000000059604645,0.4000000059604645
61,Article Jan 19 issue assessed the 2 leading candidates policy documents n n RR Nigeria Politics NigeriaDecides NewAfrican Markets Investment FPI FDI Atiku Buhari APC PDP,-0.30000001192092896,0.30000001192092896
62,Maurizio Sarri Reacts To Chelsea Shocking Defeat By Man City onyi Buhari cashfollowplane cashgainingtrain chefchi chefchioma Chelsea Davido defeat digitalmarketing digitalmedia fashionbloggers followforfollow likeforlikealways love,0.0,0.0
63,2019 Grammys complete list of winners n nLink in bio to view full list n inec buhari queensmedia tundeednut davido,0.20000000298023224,0.20000000298023224
64,no single economist in Buhari economyteam Mustapha Chike obi on Arise news this morning That speaks volume of why our economy is stalling under this govt I say again I like the team he confirm my position since 2018 he ready to president,-0.10000000149011612,0.10000000149011612
65,9jaVAR News Update gt 2019 Grammy Seun Kuti loses out in World Music category nigeria africa news lagos government buhari naija 9javar latest retweet like4like,-0.10000000149011612,0.10000000149011612
66,I want PMB PYO back because of their massive fight against corruption at all levels of government Umaro Baba Mohammed Businessman Kaduna n n Nigeriadecides n ispeakupforbuhari n ispeakup4buhari n buhari n osibanjo,0.20000000298023224,0.20000000298023224
67,Why I want PMB PYO back because they represent the best way out of the troubled state our country is in for us and our generation to come Musa Trader Kaduna n n febuhari n Nigeriadecides n osibanjo n Buhari n ispeakupforbuhari n kadunaspeaksup4buhari,-0.10000000149011612,0.10000000149011612
68,I want PMB PYO back is because they are for the poor masses Mama Ejima Trader Kaduna n n kadunaspeaksup4buhari n ispeakupforbuhari n buhari n osibanjo,-0.20000000298023224,0.20000000298023224
69,RT infohub Victor AD Ft Erigga Why onyi Buhari cashfollowplane cashgainingtrain chefchi chefchioma Davido digitalmarketing digitalmedia Erigga fashionbloggers followforfollow likeforlikealways love thechefchi tiwasavage,-0.20000000298023224,0.20000000298023224
70,Victor AD Ft Erigga Why onyi Buhari cashfollowplane cashgainingtrain chefchi chefchioma Davido digitalmarketing digitalmedia Erigga fashionbloggers followforfollow likeforlikealways love thechefchi tiwasavage VictorAD Why Wizki,-0.10000000149011612,0.10000000149011612
71,Nigeria news politics Party suspends chairman scribe for campaigning for Buhari,0.0,0.0
72,9jaVAR News Update gt OAP Toolz wants another baby months after giving birth to her first nigeria africa news lagos government buhari naija 9javar latest retweet like4like,-0.4000000059604645,0.4000000059604645
73,NEWSPAPERREVIEW with u and on DayBreakNigeria n n BUHARI PRESIDES OVER MOST CORRUPT INCOMPETENT ADMINISTRATION PDP,-0.8999999761581421,0.8999999761581421
74,Happy new week n nYou know we ve the solution to your Phone Laptop problem n nVisit us and let s help you do more n nCall us today on 07082698340 n n n Grammys2019 BAFTAs MondayMotivaton NigeriaDecides mondaythoughts MondayMorning GrammyAwards cardi atiku buhari,0.699999988079071,0.699999988079071
75,Can it get this bad n BeObjectv Media 2019Elections NigeriaDecides2019 Ne APC PDP NewNigeria NationBuilding Butiku Buhari Atiku Sowore2019 Moghalu Durotoye TakeItBack AAC ANN YPP,-0.4000000059604645,0.4000000059604645
76,Timaya I Can Kill Myself onyi Buhari cashfollowplane cashgainingtrain chefchi chefchioma Davido digitalmarketing digitalmedia fashionbloggers followforfollow ICan likeforlikealways love thechefchi Timaya tiwasavage,0.699999988079071,0.699999988079071
77,Need I remind you that you have just 1 ONE vote and mine has cancelled yours n n Buhari is a movement n n Atiku is a movement n nNa 160218 we go know who senior n n,-0.699999988079071,0.699999988079071
78,NEWSPAPERREVIEW with u and on DayBreakNigeria n n BUHARI VISIT CONFUSION IN OGUN AS AMOSUN OSOBA MAKE PARALLEL PLANS,-0.10000000149011612,0.10000000149011612
79,Election is fast approaching vote for the right person in your mind nNigeria Iz a great nation with a great Nigerians n people good health n davidoliveattheo2 np Buhari Planethaaibo,0.8999999761581421,0.8999999761581421
80,President Buhari e hope in resolving Zamfara APC crisis,0.5,0.5
81,I not take your support for granted if re elected says Buhari n n,-0.10000000149011612,0.10000000149011612
82,Class test answer the accompanying question with sincerity n BeObjectv 2019Elections NigeriaDecides2019 NewNigeria NationBuilding TakeItBack Buhari Atiku Moghalu Sowore2019 FelaDrutotoye TopeFasua lagosnigeria StartUps,0.30000001192092896,0.30000001192092896
83,Grammys 2019 Check Out The Full List Of Winners onyi Buhari cashfollowplane cashgainingtrain chefchi chefchioma Davido digitalmarketing digitalmedia fashionbloggers followforfollow FullList Grammys2019 likeforlikealways love thec,0.5,0.5
84,RT In every year that Buhari has been in office as head of state including 1984 he managed to bequeath a reduction in,0.5,0.5
85,Nigeria news politics Buhari s visit Confusion in Ogun as Amosun Osoba make parallel plans,-0.30000001192092896,0.30000001192092896
86,In every year that Buhari has been in office as head of state including 1984 he managed to bequeath a reduction in real income per capita to the populace In effect his rule or reign has been virtually synonymous with increased poverty levels,0.6000000238418579,0.6000000238418579
87,Nigeria news politics Arms scam FG fails to probe Buhari s NSA minister,-0.699999988079071,0.699999988079071
88,Nigeria news politics PDP reacts as Buhari says corruption threatens Feb 16 poll,-0.6000000238418579,0.6000000238418579
89,Why Former US President Bill Clinton Is Visiting Buhari Atiku 1ddrive,0.0,0.0
90,With Love nNigerians in the UK for Buhari n n,0.4000000059604645,0.4000000059604645
91,RT Nigeria Goodbye To As The Entire Kano Declares The Ne President Of Nigeria,-0.5,0.5
92,Barely 24 hours after president buhari s visit in Lagos truck drivers resume queue n nDM for paid ads,-0.4000000059604645,0.4000000059604645
93,2019Election prediction n Atiku will originally win but it will be rigged and Buhari will still be president n nMy state election Deltastate Election will be postponed But someone will fall for another to rise BTW when is BBNaija BBNaija2019 starting,-0.30000001192092896,0.30000001192092896
94,Nigeria news politics Atiku won t get 15 votes in Ogun says pro Buhari group,0.0,0.0
95,RT Nigeria BREAKING Her 5 Children Abandon s 2019 Re Election Campaign,-0.800000011920929,0.800000011920929
96,Nigeria news politics Don t vote for Buhari Fani Kayode tells Nigerians,0.0,0.0
97,RT Nigeria BREAKING 2019 Fear Of Massive Defeat As Leaders Run To Abuja For An Emergency Meeting,0.5,0.5
98,RT Nigeria BREAKING Set To Shut Down Supreme Court Moves To Block NJC From Sacking The New CJN Tomorrow,-0.699999988079071,0.699999988079071
99,RT Buhari Make ur money in a legal way not at the e of good infrastructural development security which Nigerians ne,-0.20000000298023224,0.20000000298023224
100,Nigeria news politics Why influential Nigerians are against Buhari Ngige,-0.5,0.5
101,I heard it from Buhari,0.0,0.0
102,When it political rallies and violence the will mobilize the youth but when job opportunities comes they will mobilize their children BE wise NIGERIA BuhariMustGo Buhari Nigerians 2019Elections abetternigeria dontsellyourvote election,-0.30000001192092896,0.30000001192092896
103,RT I not supporting Buhari or atiku ooo but vote for someone you can defend in heaven,-0.4000000059604645,0.4000000059604645
104,Is the man the former military general President Buhari a failure as some of you are depicting here Quite the difference as the BuhariMustGo Listening to some supporters BBCNEWSDAY Lago rally they want him promise to do more in 2019 and onward,0.20000000298023224,0.20000000298023224
105,9jaVAR News Update gt Cardi B and Offset kiss each other at the 2019 Grammy Awards nigeria africa news lagos government buhari naija 9javar latest retweet like4like,0.0,0.0
106,9jaVAR News Update gt Accident survivor breaks down in tears as lover proposes to her on hospital bed nigeria africa news lagos government buhari naija 9javar latest retweet like4like,-0.30000001192092896,0.30000001192092896
107,Can Atiku be such a president n nTo Atiku nWe don t need deliverance from Buhari government All we are asking for is a great governance and prosperous Nigeria We can consider the 3rd term later n nPalpable Nigerians,0.5,0.5
108,RT Self righteousness otherwise known as VirtueSignaling the action or practice of publicly e opinions o,0.0,0.0
109,Self righteousness otherwise known as VirtueSignaling the action or practice of publicly e opinions or sentiments intended to demonstrate one s good character or the moral correctness of one s position on a particular issue n n Buhari n Nigeria n NigeriaDecides2019,-0.30000001192092896,0.30000001192092896
110,9jaVAR News Update gt Details of the man and woman discovered dead inside a car in Lagos nigeria africa news lagos government buhari naija 9javar latest retweet like4like,-0.10000000149011612,0.10000000149011612
111,Ukeri So we are now a countrybthat should be ruled by Grand Pa s from Buhari 77 to Atiku 73 What really is the difference Come 2023 Baba wont step down Please fav this tweet Sure Banker,0.0,0.0
112,Those that speak lies never envisage that those listening to them are more knowledgable than the words they spoke about buhari,0.699999988079071,0.699999988079071
113,RT out as slush fund for Buhari campaign and settling some family and e family member Worse still th,-0.6000000238418579,0.6000000238418579
114,RT Do not be deceived Buhari is indeed sharing billions of Nigerian money freely to his relatives amp cronies,-0.20000000298023224,0.20000000298023224
115,RT BubaMarwa spoke like a paid goon Who does he think are his audience n Nigerians had seen amp suffered it all,-0.10000000149011612,0.10000000149011612
116,9jaVAR News Update gt Incredible transformation of two rescued Nigerian children who were branded witches nigeria africa news lagos government buhari naija 9javar latest retweet like4like,0.30000001192092896,0.30000001192092896
117,Do not be deceived Buhari is indeed sharing billions of Nigerian money freely to his relatives amp cronies n nDon t forget some retired military officers were mobilised last week to lent support to Buhari s re election bid after Marwa has given them part of the money he received,-0.4000000059604645,0.4000000059604645
118,RT Poll after poll formal or informal Atiku wins on Twitter Haven t seen one in which Buhari won n nWhether this will t,0.0,0.0
119,9jaVAR News Update gt African best footballer Mohamed Salah shaves off signature beard spot his new look Photos nigeria africa news lagos government buhari naija 9javar latest retweet like4like,0.800000011920929,0.800000011920929
120,out as slush fund for Buhari campaign and settling some family and e family member Worse still the only qualification Marwa has to head this BogusCommitte is being a Fulani amp relative of AishaBuhari Buhari s wife nWhat a family estate Nigeria has become to Buhari,-0.699999988079071,0.699999988079071
121,Valelectionspecial Billclinton 2 oversee Buhari n Atiku sign a peaceAccord on wed It worked n 2015 will it work in 2019 Talk 2 us now,0.30000001192092896,0.30000001192092896
122,9jaVAR News Update gt Grammy Award 2019 winners List nigeria africa news lagos government buhari naija 9javar latest retweet like4like,0.0,0.0
123,RT Buhari brought a sharia law judge to become CJN who will help him perfect Islamization of the country as they have co,0.6000000238418579,0.6000000238418579
124,9jaVAR News Update gt The Boob Movement founder gives 10 reasons why men should love big boobs nigeria africa news lagos government buhari naija 9javar latest retweet like4like,0.0,0.0
125,RT Can Nigeria Buhari limp over the line via financialtimes,-0.4000000059604645,0.4000000059604645
126,E president Billclinton is 2 over c Buhari N Atiku sign a peaceAccord on wed It worked btw GEj n Buhari in 2015 will it work ds yr,0.20000000298023224,0.20000000298023224
127,RT idrees Not all of them are your supporters majority of them were there because of Kwankwaso and Abba Kabir Ne,-0.699999988079071,0.699999988079071
128,RT Buhari s Nigerian Government Takes 1st Official Step On the Case of abducted SouthernCameroons leaders facing Trial in,0.0,0.0
129,Poll after poll formal or informal Atiku wins on Twitter Haven t seen one in which Buhari won n nWhether this will translate into victory on 16 February is another issue n nJust go out and vote Like Jonathan Buhari hasn t served us well Nigeria must move forward,0.30000001192092896,0.30000001192092896
130,Not all of them are your supporters majority of them were there because of Kwankwaso and Abba Kabir Ne buhari BuhariIssaGoal,-0.699999988079071,0.699999988079071
131,RT Before you cast your vote for any candidate party ask them what happened to our railway system in the past 20years of de,0.0,0.0
132,From Nigerians on the streets africaworldnews nigeria pvc lagos loot buhari Dublin Ireland,0.0,0.0
133,RT My street to street campaign tour of Iju Ishaga Ifako Ijaye LGA Lagos West where I defeated my opponent with over 30 000,0.0,0.0
134,RT Nigeria s leader denied nReports that he recently died n The rumours are wrong nI m still going strong nA man who resembl,-0.6000000238418579,0.6000000238418579
135,RT Ekwo ICC arrest Dictator Buhari of Nigeria for crime against humanity n n WhereIsNnamdiKanu leader of IPOB Bi,-0.10000000149011612,0.10000000149011612
136,RT Ekwo AfricanUnion eeas n nWarn Buhari an,0.0,0.0
137,RT Ekwo Dictator Buhari of Nigeria is killer arrest him n n StopBiafraKillings n StopBiafraOppressions n WhereIsNna,-0.30000001192092896,0.30000001192092896
138,RT Nigeria BREAKING Hides In Big Shame As Lagosians Chase Out Shout Ole Ole Ole,0.10000000149011612,0.10000000149011612
139,Buhari Make ur money in a legal way not at the e of good infrastructural development security which Nigerians need nStop promoting wealth without source or looting what belongs to the people n n PDP He s beautifying poverty n n ne n NigeriaDecides2019 BuhariWillWin,-0.4000000059604645,0.4000000059604645
140,BubaMarwa spoke like a paid goon Who does he think are his audience n Nigerians had seen amp suffered it all Buhari s nepotism tribalism incompetence lies amp failed promises protecting the very corrupt politicians in APC amp heightened insecurity nWith all these what then is integrity,-0.699999988079071,0.699999988079071
141,RT The criminal impostor Buhari and Fulani jihadists rubbished Biafran Onnoghen who claim to belong to one fake nigeria,-0.4000000059604645,0.4000000059604645
142,Pls say that to your god buhari,0.0,0.0
143,RT Good Better Best If Atiku didn make the country good as Vice President how can he make it better now Don be dece,0.800000011920929,0.800000011920929
144,These men who call themselves clergy are representing themselves and their stomachs as they hardly hear from and gods nThey get patronage from Buhari n shame on them n nVanguard News Nigeria,-0.800000011920929,0.800000011920929
145,Am so happy Chelsea fans Nigerians are realizing that conte Atiku is a better option than sarri Sai baba of apc Buhari n n LetsGetNigeriaWorkingAgain n LetsGetChelseaWorkingAgain n conte n Chelsea n MCICHE n SarriOut n Nigerians,0.5,0.5
146,OBSERVATION n nDo you know that even our Phones Dictionaries recognize Buhari but did not recognize Atiku n nTry it and see n nThe difference is clear n,-0.6000000238418579,0.6000000238418579
147,SeunKuti not winning BestWorldMusic Album category GRAMMYs is a sign that Nigerians must vote out Buhari Ambode Sanwoolu Tinubu APC Babanla badluck BlackTimes NigeriaDecides2019,-0.20000000298023224,0.20000000298023224
148,Can Nigeria Buhari limp over the line via financialtimes,-0.30000001192092896,0.30000001192092896
149,RR CT Nigeria Politics NigeriaDecides APC Zamfara Buhari Oshiomole n n This old man is having so much fun And his Hausa fluency is quite good n n 10 Feb 2019,0.6000000238418579,0.6000000238418579
150,RT That s terrific I m so glad the people of my home state had demystify Buhari a failure n nWhat a day to be alive n n Bu,0.6000000238418579,0.6000000238418579
